word|pinyin
上海|shanghai
何如|heru
令外|lingwai
桂盛卡|guishengka
九月底|jiuyuedi
之付|zhifu
骆驼|luotuo
展开|zhankai
度数|dushu
反而|faner
帮助|bangzhu
⊙|⊙
微商|weishang
横线|hengxian
梆|bang
会少|huishao
大年初一|danianchuyi
售卖机|shoumaiji
盛|sheng
流量|liuliang
作|zuo
去世|qushi
花完|huawan
徽信|huixin
四年|sinian
转换成|zhuanhuancheng
先查|xiancha
一欠|yiqian
森林|senlin
超日|chaori
退款|tuikuan
不期|buqi
十多个|shiduoge
普吉岛|pujidao
刚得|gangde
多关|duoguan
少部分|shaobufen
组合|zuhe
越用|yueyong
内页|neiye
从没|congmei
別|bie
该付|gaifu
解决问题|jiejuewenti
前额|qiane
快|kuai
一提|yiti
g|g
难到|nandao
收不到|shoubudao
能量|nengliang
怎才|zencai
三元|sanyuan
新世纪|xinshiji
目录|mulu
能待款|nengdaikuan
周六日|zhouliuri
底|di
没开|meikai
肯定|kending
用品|yongpin
前些天|qianxietian
证实|zhengshi
先要|xianyao
fu|fu
感是|ganshi
专用|zhuanyong
填好|tianhao
挨|ai
再|zai
提不出|tibuchu
现在|xianzai
干吗|ganma
业务员|yewuyuan
知晓|zhixiao
蜀|shu
缴电|jiaodian
十天|shitian
每日|meiri
却关|queguan
赏金|shangjin
要么|yaome
骗|pian
买电|maidian
商务|shangwu
仅限于|jinxianyu
下款|xiakuan
环|huan
玩款|wankuan
拓展|tuozhan
退掉|tuidiao
中花|zhonghua
莫非|mofei
我加购|wojiagou
早已|zaoyi
缴款|jiaokuan
还款期|haikuanqi
结日会|jierihui
伊尔|yier
赞|zan
耽搁|dange
比款|bikuan
尽量|jinliang
汽车信息|qichexinxi
体|ti
老爸|laoba
分会|fenhui
免费|mianfei
近几天|jinjitian
数为|shuwei
自动售货机|zidongshouhuoji
面有|mianyou
朋友|pengyou
终结|zhongjie
免提|mianti
栏目|lanmu
友宝|youbao
弄成|nongcheng
不经意|bujingyi
率利|lvli
升降|shengjiang
仔|zai
险要|xianyao
p|p
分期|fenqi
会退|huitui
托儿|tuoer
小数|xiaoshu
影视|yingshi
安时|anshi
趸|dun
完期|wanqi
以经邦定|yijingbangding
少会|shaohui
六小时|liuxiaoshi
一能|yineng
后天|houtian
人头像|rentouxiang
本息|benxi
傅|fu
聚合|juhe
指定|zhiding
利|li
没钱码|meiqianma
折扣|zhekou
主体|zhuti
校验|jiaoyan
一千只|yiqianzhi
收重|shouzhong
求解|qiujie
铺|pu
不通|butong
中设|zhongshe
我勒|wolei
这办|zheban
时间|shijian
准备|zhunbei
回有|huiyou
我想贷|woxiangdai
上月款|shangyuekuan
两万|liangwan
宁|ning
没有用完|meiyouyongwan
一百二十|yibaiershi
钱该|qiangai
单利|danli
佘额|shee
受权|shouquan
体彩|ticai
但票|danpiao
元摩拜|yuanmobai
我带|wodai
计账|jizhang
调减|diaojian
为主|weizhu
设立|sheli
喻欺|yuqi
一百一十二|yibaiyishier
实名|shiming
隐藏|yincang
花百|huabai
无端|wuduan
经贴|jingtie
桌面|zhuomian
手动|shoudong
度降|dujiang
出钱|chuqian
右上角|youshangjiao
腾讯|tengxun
股票|gupiao
免掉|miandiao
加已|jiayi
确认|queren
四未|siwei
杂退|zatui
室|shi
错帮|cuobang
快给我|kuaigeiwo
除消|chuxiao
改写|gaixie
指上|zhishang
要够|yaogou
置换|zhihuan
总金额|zongjine
充微|chongwei
变黑|bianhei
芝麻|zhima
还爸|haiba
贴津|tiejin
二手|ershou
下个月|xiageyue
志加|zhijia
银行帐号|yinhangzhanghao
刚交|gangjiao
密能|mineng
五十五|wushiwu
按照|anzhao
我话|wohua
后能结|hounengjie
由情|youqing
小兰|xiaolan
收款码|shoukuanma
有要|youyao
几分钟|jifenzhong
领的券|lingdequan
我想存|woxiangcun
嗎|ma
高考|gaokao
中来|zhonglai
15|15
补卡后|bukahou
为首|weishou
事先|shixian
卡消费|kaxiaofei
对放|duifang
开放|kaifang
一进|yijin
知前|zhiqian
自带|zidai
走|zou
二十六|ershiliu
两三次|liangsanci
互请|huqing
还额|haie
过半|guoban
第一期|diyiqi
上市|shangshi
不就行|bujiuxing
为先|weixian
十一个月|shiyigeyue
一日|yiri
工商户|gongshanghu
壹佰元|yibaiyuan
惹|re
一堆|yidui
一套|yitao
发过来|faguolai
赖账|laizhang
伸|shen
专门|zhuanmen
大额|dae
按过|anguo
要算进|yaosuanjin
拥有|yongyou
第一|diyi
真的假|zhendejia
密付|mifu
代换|daihuan
安心|anxin
猜|cai
白花|baihua
俞期费|yuqifei
网易|wangyi
分期付款|fenqifukuan
记|ji
收去|shouqu
互联|hulian
缴纳|jiaona
首位|shouwei
一扣|yikou
新手机|xinshouji
卷能|juanneng
懂吗|dongma
请密|qingmi
能|neng
欹|yi
按道理说|andaolishuo
冲不起|chongbuqi
提下额|tixiae
逾期费|yuqifei
同一|tongyi
结转|jiezhuan
度为|duwei
抢免|qiangmian
28|28
只出|zhichu
澳洲|aozhou
不服|bufu
打|da
履约|lvyue
未到|weidao
我晚|wowan
店入|dianru
那笔|nabi
开发|kaifa
老娘|laoniang
按键|anjian
de|de
搂|lou
五年|wunian
款去|kuanqu
屈臣氏|quchenshi
不扫|busao
比比|bibi
末|mo
新号|xinhao
十六号|shiliuhao
关后|guanhou
夏天|xiatian
一个半月|yigebanyue
接近|jiejin
转|zhuan
网商袋|wangshangdai
智能|zhineng
锁定|suoding
需要|xuyao
改期|gaiqi
公共|gonggong
新疆地区|xinjiangdiqu
花下|huaxia
欢乐|huanle
昨日|zuori
截图|jietu
又会有|youhuiyou
打个比方|dagebifang
已用|yiyong
款到|kuandao
用充|yongchong
会拉黑|huilahei
货己|huoji
最高|zuigao
会|hui
元旦|yuandan
直前|zhiqian
见到|jiandao
会有|huiyou
分开|fenkai
二字|erzi
当摩拜|dangmobai
长利|zhangli
暴长|baozhang
壮态|zhuangtai
负用|fuyong
銀行|yinxing
全了|quanle
没法用|meifayong
洗衣机|xiyiji
封花|fenghua
没额额|meiee
手快|shoukuai
公安|gongan
黑户|heihu
纪录|jilu
六千多|liuqianduo
本本|benben
该期|gaiqi
乱够|luangou
各地|gede
询问|xunwen
战|zhan
重新启动|chongxinqidong
复|fu
微贷|weidai
消账|xiaozhang
用处|yongchu
店方|dianfang
当场|dangchang
弱|ruo
强烈|qianglie
找人代|zhaorendai
密码锁|mimasuo
组高|zugao
国庆节|guoqingjie
有钱|youqian
拉黑|lahei
券是|quanshi
不解|bujie
紅包|hongbao
维护|weihu
只能|zhineng
延长时间|yanchangshijian
车主|chezhu
退嘛|tuima
角|jiao
设有|sheyou
营业证|yingyezheng
端|duan
发么|fame
擅自|shanzi
几日|jiri
没倒|meidao
后能|houneng
收据|shouju
按天算|antiansuan
先息候|xianxihou
两次|liangci
天未|tianwei
开工|kaigong
媛|yuan
耐药|naiyao
钱缺|qianque
大多|daduo
十笔|shibi
启动|qidong
购后|gouhou
晓得|xiaode
跳|tiao
来得及|laideji
加倍|jiabei
还颗|haike
愿意|yuanyi
奇妙|qimiao
开过|kaiguo
副本|fuben
失用|shiyong
数不对|shubudui
怎找|zenzhao
鉴定|jianding
偷|tou
娱乐|yule
刷卡|shuaka
储存|chucun
蚂蜂|mafeng
回事儿|huishier
没送|meisong
两方|liangfang
说本|shuoben
能替|nengti
提款|tikuan
没想到|meixiangdao
前几日|qianjiri
取晓|quxiao
没变|meibian
里点|lidian
周卡永辉|zhoukayonghui
zf|zf
現在|xianzai
负想|fuxiang
已扣|yikou
不定期|budingqi
咋点|zadian
哪看|nakan
交费|jiaofei
哈小黄|haxiaohuang
首月用|shouyueyong
会计|kuaiji
其别|qibie
站|zhan
替换|tihuan
当当网|dangdangwang
欠账|qianzhang
反应|fanying
别外|biewai
粉丝|fensi
指纹|zhiwen
别人|bieren
刚分|gangfen
刚进|gangjin
一行|yixing
店有|dianyou
额到|edao
寶|bao
线下|xianxia
显得|xiande
保单|baodan
度不高|dubugao
慢慢|manman
很久以前|henjiuyiqian
六百多|liubaiduo
请空|qingkong
南京|nanjing
花期|huaqi
盆友|penyou
此人|ciren
分级|fenji
游戏|youxi
梦|meng
赶紧|ganjin
证|zheng
自动识别|zidongshibie
八十九|bashijiu
赢|ying
信息费|xinxifei
还点|haidian
己付|jifu
湖|hu
中间|zhongjian
可是|keshi
大过|daguo
上一年|shangyinian
yue|yue
用回|yonghui
没天|meitian
哪会|nahui
扯|che
单日|danri
权益日|quanyiri
连贯|lianguan
度用|duyong
交错|jiaocuo
可借|kejie
精灵|jingling
弃用|qiyong
退进|tuijin
一百七十多|yibaiqishiduo
从未有过|congweiyouguo
豆浆|doujiang
分提|fenti
计算出来|jisuanchulai
周三|zhousan
小孩|xiaohai
上尼|shangni
升分|shengfen
发在|fazai
结情|jieqing
随|sui
卡来|kalai
没|mei
宽限|kuanxian
出对|chudui
领券|lingquan
捐|juan
清理|qingli
第三方|disanfang
以今|yijin
手机短信|shoujiduanxin
泄露|xielou
月租|yuezu
天看|tiankan
用来用去|yonglaiyongqu
券能|quanneng
二千块|erqiankuai
两三年|liangsannian
第二回|dierhui
下边|xiabian
充冲|chongchong
端游|duanyou
数码|shuma
花掉|huadiao
下期|xiaqi
函|han
配置|peizhi
没过多久|moguoduojiu
出镜|chujing
一万|yiwan
刚到|gangdao
扥|den
改小|gaixiao
企业法人|qiyefaren
戟|ji
商好|shanghao
缴费|jiaofei
第一位|diyiwei
开放平台|kaifangpingtai
跳上去|tiaoshangqu
巴斯|basi
三百多|sanbaiduo
其会|qihui
日退|ritui
交话|jiaohua
哆啦宝|duolabao
月结|yuejie
输错|shucuo
透|tou
领取|lingqu
临时工|linshigong
已援权|yiyuanquan
提了|tile
改款|gaikuan
变网商|bianwangshang
款算|kuansuan
啥时候|shashihou
大型|daxing
提不起|tibuqi
多款|duokuan
压根|yagen
元二是|yuanershi
多快|duokuai
mei|mei
拉面|lamian
补卡|buka
不让进入|burangjinru
打通|datong
会关|huiguan
海款|haikuan
尼|ni
记算|jisuan
高中|gaozhong
何用|heyong
前用|qianyong
真正|zhenzheng
有借有还|youjieyouhai
再接|zaijie
问开|wenkai
会冻解|huidongjie
票订|piaoding
日常|richang
商能|shangneng
可时|keshi
收拾|shoushi
立|li
特权|tequan
都市|dushi
什说|shenshuo
占用|zhanyong
五百四十|wubaisishi
定义|dingyi
店|dian
固额|gue
关呀|guanya
钱少|qianshao
高|gao
餐费|canfei
机号|jihao
联华|lianhua
能后|nenghou
地钱|deqian
有加|youjia
我订|woding
亮|liang
阿瑟|ase
要加|yaojia
容时|rongshi
但点|dandian
风控|fengkong
点前|dianqian
关不|guanbu
钟头|zhongtou
货到付款|huodaofukuan
因有|yinyou
升个|shengge
免息期|mianxiqi
与|yu
三千元|sanqianyuan
后宁外|houningwai
提我额|tiwoe
现象|xianxiang
卖东西|maidongxi
充分|chongfen
神州|shenzhou
算数|suanshu
通讯|tongxun
圈|quan
错点|cuodian
有预|youyu
镀额|due
中国电信|zhongguodianxin
亿|yi
外欠|waiqian
下去|xiaqu
看病|kanbing
改|gai
页面|yemian
固原市|guyuanshi
啤|pi
笔会|bihui
付宝|fubao
你声|nisheng
gd|gd
权|quan
帝|di
连本带利|lianbendaili
一共|yigong
三千块|sanqiankuai
被迫|beipo
到免|daomian
时先|shixian
增加|zengjia
日鬼会|riguihui
升不升|shengbusheng
x|x
我时|woshi
印证|yinzheng
一部分|yibufen
还歉|haiqian
变换|bianhuan
八辈子|babeizi
今用|jinyong
粉|fen
取|qu
哪些|neixie
面页|mianye
身份证|shenfenzheng
打卡|daka
看清楚|kanqingchu
后换个|houhuange
时长|shizhang
达到|dadao
一半|yiban
新疆|xinjiang
每家店|meijiadian
扣账|kouzhang
狗|gou
退往|tuiwang
来龙去脉|lailongqumai
天猫|tianmao
整么办|zhengmeban
变低|biandi
无钱|wuqian
退迟|tuichi
一点一点|yidianyidian
回|hui
改日|gairi
正常|zhengchang
偿还|changhuan
通行|tongxing
更变|gengbian
书旗|shuqi
流泪|liulei
支付方|zhifufang
洁净|jiejing
算天|suantian
这一说|zheyishuo
同一时间|tongyishijian
每鲜|meixian
我升|wosheng
没店|meidian
京东|jingdong
复件|fujian
没买用|meimaiyong
vip|vip
ie|ie
优|you
关啦|guanla
音博店|yinbodian
外部|waibu
哪些方面|neixiefangmian
二码|erma
码付|mafu
选一|xuanyi
除去|chuqu
生活圈|shenghuoquan
五六百|wuliubai
怎麼|zenme
共享|gongxiang
只差|zhicha
辛辛苦苦|xinxinkuku
贼|zei
讷|ne
凭|ping
优势|youshi
录|lu
点上|dianshang
我查|wocha
就会|jiuhui
什幺|shenyao
利高|ligao
毁约|huiyue
要解|yaojie
plus|plus
估算|gusuan
千五|qianwu
俄|e
麦|mai
规定|guiding
账前|zhangqian
一百元|yibaiyuan
台胞证|taibaozheng
钱来|qianlai
百安居|baianju
在意|zaiyi
天险|tianxian
差异|chayi
卡里|kali
查明|chaming
我误|wowu
足够|zugou
帮订|bangding
清客|qingke
喊|han
从此|congci
郎个|langge
是不是|shibushi
焦作|jiaozuo
无论|wulun
带鱼|daiyu
屡次|lvci
提过额|tiguoe
送人|songren
off|off
总有|zongyou
猫券|maoquan
钱|qian
没限|meixian
还齐|haiqi
名义|mingyi
开关|kaiguan
掌柜|zhanggui
更换|genghuan
社么降|shemejiang
显置|xianzhi
点钟|dianzhong
点餐|diancan
随身|suishen
误用|wuyong
没下|meixia
红米|hongmi
却用|queyong
老用|laoyong
添错|tiancuo
单线|danxian
没超|meichao
预订|yuding
脉|mai
搭车|dache
huankuan|huankuan
还会开|haihuikai
男人|nanren
度能|duneng
导航|daohang
银联卡|yinlianka
不慎|bushen
败|bai
回给|huigei
括号|kuohao
最起码|zuiqima
租小|zuxiao
验|yan
票|piao
喜马拉雅|ximalaya
骗局|pianju
兑|dui
改不了|gaibuliao
前|qian
三块|sankuai
没电|meidian
七|qi
药房|yaofang
会影|huiying
分比|fenbi
注册|zhuce
不仅|bujin
说了半天|shuolebantian
火锅|huoguo
方式|fangshi
mobie|mobie
缓点|huandian
叻|le
推迟|tuichi
换来换去|huanlaihuanqu
付能付|funengfu
冻解|dongjie
打进去|dajinqu
周年|zhounian
大促|dacu
分久|fenjiu
给出|geichu
一千四百|yiqiansibai
登陆密码|denglumima
无缘|wuyuan
码|ma
厚|hou
绷定|bengding
到照|daozhao
几元|jiyuan
不定|buding
觉得|juede
行业|hangye
炒股|chaogu
ixi|ixi
历史|lishi
导出|daochu
微|wei
留|liu
脸刷|lianshua
解觉|jiejue
男士|nanshi
怎向|zenxiang
改了|gaile
七点|qidian
冒|mao
封控要|fengkongyao
弄出去|nongchuqu
土沟|tugou
用姑|yonggu
你关|niguan
兆|zhao
案件|anjian
兰州|lanzhou
如过|ruguo
估评|guping
从买个|congmaige
毕竟|bijing
六点|liudian
顺便|shunbian
买|mai
不良信息|buliangxinxi
扫马|saoma
开即|kaiji
泰地|taide
白搭|baida
没进|meijin
买用|maiyong
那照|nazhao
怎会|zenhui
美且|meiqie
拉拉|lala
怎样|zenyang
93|93
提额|tie
底借|dijie
元应|yuanying
挂|gua
卓悦|zhuoyue
收活|shouhuo
最合适|zuiheshi
起款|qikuan
成功率|chenggonglv
挖有|wayou
列出来|liechulai
duo|duo
近几个月|jinjigeyue
店员|dianyuan
未确|weique
网商关|wangshangguan
执照|zhizhao
金没变|jinmeibian
额额|ee
打印|dayin
找代|zhaodai
传奇|chuanqi
这张|zhezhang
壳|ke
烟酒|yanjiu
上加|shangjia
meirangn|meirangn
救命|jiuming
天在|tianzai
结果|jieguo
全是|quanshi
时不显|shibuxian
解释|jieshi
福州|fuzhou
左上|zuoshang
定美团|dingmeituan
吵支|chaozhi
收钱码|shouqianma
草|cao
快到|kuaidao
于额宝|yuebao
查过|chaguo
眷|juan
充好|chonghao
退过款|tuiguokuan
具体步骤|jutibuzhou
发来|falai
年收入|nianshouru
从梆定|congbangding
剪|jian
一顿|yidun
日晚|riwan
现金交易|xianjinjiaoyi
再重|zaizhong
十九号|shijiuhao
款能|kuanneng
放弃|fangqi
小东西|xiaodongxi
维客|weike
粑|ba
一万八|yiwanba
一件|yijian
还花|haihua
结了|jiele
规矩|guiju
咋付|zafu
刮乐|guale
帐户|zhanghu
还青|haiqing
哈伦|halun
合伙|hehuo
每单|meidan
师傅|shifu
扣点|koudian
楚用|chuyong
加长|jiazhang
去过|quguo
减号|jianhao
单单|dandan
门票|menpiao
骑|qi
收扫|shousao
主妇|zhufu
贷款额度|daikuanedu
夜里|yeli
吻合|wenhe
那花|nahua
招商银行|zhaoshangyinhang
可改|kegai
我存|wocun
人物|renwu
包不|baobu
非|fei
有涨|youzhang
倒减|daojian
第二天|diertian
几步|jibu
s|s
涮|shuan
难|nan
蜜码|mima
缴|jiao
激活|jihuo
来充|laichong
那该|nagai
老要|laoyao
取暖费|qunuanfei
洗衣服|xiyifu
刚扣|gangkou
先下|xianxia
摁|en
开会|kaihui
咋搞|zagao
即将|jijiang
秘书|mishu
收款单|shoukuandan
管不了|guanbuliao
上解|shangjie
门|men
w|w
借点|jiedian
运费险|yunfeixian
抚州市|fuzhoushi
临时|linshi
周末|zhoumo
成功率高|chenggonglvgao
侯能|houneng
买买|maimai
十二个|shierge
进程|jincheng
荔枝|lizhi
成本|chengben
优惠券|youhuiquan
转下|zhuanxia
哪个|neige
去不去|qubuqu
逾|yu
千能|qianneng
弑神|shishen
收账|shouzhang
很差|hencha
点过|dianguo
分批|fenpi
虽要|suiyao
九百多|jiubaiduo
之后|zhihou
不输|bushu
登上|dengshang
发消息|faxiaoxi
险中|xianzhong
可通|ketong
四百|sibai
关门|guanmen
居然|juran
一有|yiyou
明调|mingdiao
方案|fangan
我小蓝车|woxiaolanche
热水器|reshuiqi
分掉|fendiao
档案|dangan
化|hua
老叫|laojiao
蚂|ma
哈罗|haluo
剩点|shengdian
几件|jijian
双休日|shuangxiuri
根据|genju
进店|jindian
几千块|jiqiankuai
方不|fangbu
花被|huabei
平凡|pingfan
188|188
段|duan
借日|jieri
里行|lixing
問問|wenwen
给|gei
清晰|qingxi
呦|you
滑板|huaban
唯一|weiyi
卡咯|kage
货运车|huoyunche
币|bi
唤|huan
海|hai
用错|yongcuo
案|an
好扣|haokou
钱出|qianchu
详细|xiangxi
订期|dingqi
手游|shouyou
和子|hezi
申請|shenqing
后|hou
发发|fafa
原本|yuanben
先息|xianxi
怎算|zensuan
无线|wuxian
美宜佳|meiyijia
机型|jixing
能点|nengdian
有利于|youliyu
日记|riji
帮不了|bangbuliao
中专|zhongzhuan
也好|yehao
乱七八糟|luanqibazao
法律承认|falvchengren
没说|meishuo
拍用|paiyong
办法|banfa
华费|huafei
所邦定|suobangding
该用|gaiyong
没往|meiwang
多发|duofa
多于|duoyu
如若|ruruo
若|ruo
収|shou
牌子|paizi
零售商|lingshoushang
帮忙|bangmang
提早|tizao
体验|tiyan
咱|zan
用到|yongdao
校|xiao
huo|huo
生产|shengchan
提示|tishi
前天|qiantian
对|dui
我解|wojie
以出|yichu
预购|yugou
购过|gouguo
优先|youxian
登记证|dengjizheng
管清|guanqing
缺什么|queshenme
用负|yongfu
代存|daicun
一摇|yiyao
老公|laogong
品牌|pinpai
选则|xuanze
那类|nalei
历史记录|lishijilu
开完|kaiwan
移除|yichu
额调|ediao
转来|zhuanlai
被|bei
真么样|zhenmeyang
发倍|fabei
行为|xingwei
已开|yikai
担心|danxin
核身|heshen
理财|licai
开开|kaikai
新建|xinjian
李|li
后金|houjin
职分|zhifen
关注|guanzhu
七八点|qibadian
没给|meigei
中是|zhongshi
制约|zhiyue
大幅度降低|dafudujiangdi
已后|yihou
发生|fasheng
我交|wojiao
少于|shaoyu
密度|midu
附海|fuhai
儿|er
欠债|qianzhai
只得|zhide
存钱|cunqian
收专享|shouzhuanxiang
电话号码|dianhuahaoma
之内|zhinei
可超|kechao
少楼|shaolou
后成|houcheng
以免|yimian
永不|yongbu
zong|zong
代为|daiwei
超现|chaoxian
清偿|qingchang
以往|yiwang
那未|nawei
整么|zhengme
气候|qihou
缴立|jiaoli
速度|sudu
黄金|huangjin
需付|xufu
哪号|nahao
组件|zujian
讲|jiang
阴魂不散|yinhunbusan
钱越|qianyue
视频|shipin
抵集|diji
图|tu
减额|jiane
差价|chajia
不能允许|bunengyunxu
消费额|xiaofeie
解决|jiejue
有何意义|youheyiyi
调|diao
要不是|yaobushi
一方|yifang
抵押金|diyajin
该款|gaikuan
销毁|xiaohui
三百块|sanbaikuai
条件|tiaojian
hahaha|hahaha
误导|wudao
打好|dahao
廷长|tingzhang
店长|dianzhang
j|j
线为|xianwei
没马|meima
我务点|wowudian
菜市场|caishichang
接收|jieshou
相互影响|xianghuyingxiang
借条|jietiao
马甲|majia
挖矿|wakuang
不长分|buzhangfen
投资|touzi
以收|yishou
购购|gougou
人日|renri
新手|xinshou
钱话|qianhua
度受|dushou
现要|xianyao
涨幅|zhangfu
调后|diaohou
穷死|qiongsi
煤费|meifei
时有分|shiyoufen
越长越|yuezhangyue
额滴|edi
近不去|jinbuqu
取不出|qubuchu
工具栏|gongjulan
我同|wotong
手段|shouduan
扣能|kouneng
具理|juli
罚息|faxi
四号|sihao
啥事|shashi
能贷|nengdai
账会|zhanghui
计划|jihua
还城|haicheng
先享后付|xianxianghoufu
交代|jiaodai
过去|guoqu
已达限|yidaxian
琢磨|zuomo
不样|buyang
会入|huiru
六号|liuhao
本次|benci
减倒|jiandao
直说|zhishuo
得升|desheng
麽|mo
三角形|sanjiaoxing
已|yi
怅单|changdan
银行担保|yinhangdanbao
期至|qizhi
扫二唯码|saoerweima
集|ji
二十五元|ershiwuyuan
密保能|mibaoneng
码要|mayao
用钱|yongqian
没发|meifa
协作|xiezuo
没提|meiti
一万两|yiwanliang
借卡|jieka
不限视|buxianshi
悦换|yuehuan
钱起|qianqi
应扣|yingkou
上报|shangbao
赢取|yingqu
停车|tingche
无印良品|wuyinliangpin
怎取销|zenquxiao
短信|duanxin
建设银行|jiansheyinhang
合约|heyue
代收|daishou
昨天夜里|zuotianyeli
幺|yao
当然|dangran
买个|maige
十年|shinian
大会|dahui
订房|dingfang
想不起来|xiangbuqilai
某收|moushou
冻上|dongshang
更快|gengkuai
上证|shangzheng
退用|tuiyong
